SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
1569,4,1,2006,201822.2190307649,False,False,True,18,6276,12.215147439900065
2515,5,3,2018,219087.32103150187,False,True,False,6,12575,12.29723021987941
1574,3,1,1981,108262.64724797782,False,False,True,43,4722,11.592324709493235
1346,5,1,1996,155743.15664611157,False,False,True,28,6730,11.955969918424946
1819,3,1,1978,167163.95333130148,False,False,True,46,5457,12.026736348399096
2510,4,3,1981,267843.9255916794,False,False,True,43,10040,12.498163456166719
2496,2,2,2018,348697.18754890445,False,False,True,6,4992,12.761962034912651
1381,5,1,1954,122608.48578036005,False,False,True,70,6905,11.716759671272284
2303,4,2,2018,197068.26299592503,False,True,False,6,9212,12.191310534739065
1071,4,1,1985,99259.67310749,True,False,False,39,4284,11.505504730374636
1520,4,3,2004,275699.7603824232,False,False,True,20,6080,12.527071355014698
2389,5,1,1996,276931.7656272628,False,True,False,28,11945,12.53153003234011
1932,4,3,2012,218931.09988099735,False,True,False,12,7728,12.296516914518884
2117,3,3,2001,252767.8986881005,False,False,True,23,6351,12.440230906344981
2396,3,3,2018,225944.91675205264,False,True,False,6,7188,12.32805094320923
1338,2,3,1973,76654.0692983812,False,False,True,51,2676,11.247071017773644
2460,5,2,1979,272191.004090154,False,True,False,45,12300,12.51426299364003
2359,5,3,1987,294301.4014183908,False,True,False,37,11795,12.592363093951748
1663,5,1,2001,236726.9622088484,False,False,True,23,8315,12.374666922064565
2515,5,2,2021,311833.1733284789,True,False,False,3,12575,12.650226829755635
2940,5,2,1987,272794.22849726264,False,False,True,37,14700,12.516476713952667
2891,4,2,1988,263084.3688779879,True,False,False,36,11564,12.480233854984107
1039,4,2,2001,113083.89279120936,False,True,False,23,4156,11.635894079276229
2382,3,1,1960,220060.50738698285,True,False,False,64,7146,12.301662365291303
1573,5,3,1969,187253.0850979752,False,False,True,55,7865,12.140221717419065
2277,5,1,2000,164846.46797673273,False,False,True,24,11385,12.012775888823123
1965,5,3,2014,199570.4095671651,False,True,False,10,9825,12.20392739395841
1580,3,2,1995,233184.75577033297,True,False,False,29,4740,12.359590649990572
2421,5,2,1967,271960.3335924025,False,False,True,57,12105,12.51341517926274
2780,5,2,2001,317215.2131833112,False,True,False,23,13900,12.667338880877034
2900,4,2,1978,377971.3691742898,True,False,False,46,11600,12.842576374507464
1169,3,3,1980,139054.83898797203,False,True,False,44,3507,11.842630850783147
2713,4,2,1950,329886.3433749421,False,False,True,74,10852,12.706506491445682
1700,2,3,1955,218842.2602096837,False,True,False,69,3400,12.296111045753156
1510,5,2,1966,253924.57823353985,False,True,False,58,7550,12.444796503987504
2283,2,1,1958,171411.31580869592,False,False,True,66,4566,12.051827136757518
1583,5,2,2014,242353.95924467628,False,False,True,10,7915,12.398158704215284
1983,2,3,1964,150261.17793763528,False,True,False,60,3966,11.920136900278612
1458,4,3,1966,143672.05066182805,True,False,False,58,5832,11.875295515591734
1528,3,1,2005,153476.27280522537,True,False,False,19,4584,11.941307775146628
2905,2,3,1999,337891.26021555933,False,False,True,25,5810,12.730482366892721
1340,4,1,2014,192418.70113042253,False,True,False,10,5360,12.167434208699325
1056,2,2,1976,199198.65981385089,False,False,True,48,2112,12.202062916369384
1217,2,2,2000,183612.25859129595,True,False,False,24,2434,12.120586969110724
1618,3,2,2019,170319.08041408283,False,False,True,5,4854,12.04543477170254
1815,4,3,1969,271168.42346130754,False,True,False,55,7260,12.510499083342982
2963,3,2,2018,273854.1273519441,False,False,True,6,8889,12.520354513249824
2708,5,2,2010,301978.7352913619,True,False,False,14,13540,12.618115192421357
1730,3,2,1980,197351.3946205007,False,True,False,44,5190,12.192746214893743
1463,3,2,1967,175026.05343653026,True,False,False,57,4389,12.072695832023571
1246,2,2,1967,195016.41049638725,False,True,False,57,2492,12.18084411815711
1729,2,3,2019,312300.21911221254,True,False,False,5,3458,12.651723446920972
1372,2,3,1984,224255.67782090383,True,False,False,40,2744,12.320546557943242
1416,4,3,1987,163063.83407664517,False,True,False,37,5664,12.001903155776764
2054,3,3,1952,215626.08227811856,False,False,True,72,6162,12.281305723663133
1367,5,2,1978,141481.0397125164,False,True,False,46,6835,11.859928060182671
1558,2,3,1988,112538.9585635215,True,False,False,36,3116,11.631063624793862
2669,5,1,2001,417288.75219371286,False,True,False,23,13345,12.941536108870277
1107,3,2,1988,170108.07701786046,False,True,False,36,3321,12.044195139793015
1583,3,2,2007,151759.25454502623,False,False,True,17,4749,11.930057281894166
1838,3,1,2005,267471.29562675394,True,False,False,19,5514,12.496771272204237
1417,5,3,2007,210694.34970311576,False,True,False,17,7085,12.258168528846848
2643,5,1,1953,361345.9180181078,False,False,True,71,13215,12.79759376759798
1820,5,3,2006,219889.3733461036,False,False,True,18,9100,12.300884398168057
2421,3,1,2009,275298.4935655937,True,False,False,15,7263,12.525614851556155
2295,3,2,2014,188850.0067404196,True,False,False,10,6885,12.148713659026154
1682,2,3,1964,165912.29839914537,False,False,True,60,3364,12.01922063209282
2139,4,3,1969,141227.01409146166,True,False,False,55,8556,11.85813098444376
2864,5,3,1959,291356.17071477626,True,False,False,65,14320,12.582305184297786
2609,4,2,1969,303110.8694640456,True,False,False,55,10436,12.621857222503651
1255,5,3,1989,238269.70961286023,False,False,True,35,6275,12.381162741612282
2104,5,1,2000,260588.6290031745,False,True,False,24,10520,12.47070214626998
1779,4,3,1962,118611.66829937794,False,True,False,62,7116,11.683618575181864
2151,4,3,1959,288737.3932506088,True,False,False,65,8604,12.57327634347555
1837,5,2,1977,163399.3090534898,False,False,True,47,9185,12.003958352798477
1914,3,1,1978,176147.7378306509,True,False,False,46,5742,12.079084018433754
1234,2,1,2014,77586.78737964854,False,True,False,10,2468,11.259165314657675
1552,5,1,1985,202603.22962380893,False,False,True,39,7760,12.219009747300467
1180,2,3,1974,183590.5914471556,False,True,False,50,2360,12.12046895790165
1156,3,3,2008,193759.2740731898,False,True,False,16,3468,12.174376973284215
2477,3,2,2000,330335.0686931511,False,True,False,24,7431,12.70786580521463
1570,2,2,2021,152300.53850441368,False,False,True,3,3140,11.933617640634028
1856,5,3,1952,193021.47835711288,False,False,True,72,9280,12.170561929276701
2784,2,1,2012,373523.2637067248,False,True,False,12,5568,12.830738244515214
2727,5,1,1974,338119.5309763568,False,False,True,50,13635,12.731157711420067
2047,4,3,1977,260811.45719411425,True,False,False,47,8188,12.471556873208764
2496,5,1,1994,227488.6724660356,False,False,True,30,12480,12.334860120589035
2423,4,1,1985,224540.3964031294,False,False,True,39,9692,12.321815362943862
1947,4,3,1985,263271.86812057404,False,True,False,39,7788,12.480946294677599
1591,2,2,1966,200770.1771494696,True,False,False,58,3182,12.209921116404564
1133,4,3,2017,126927.31123745644,True,False,False,7,4532,11.751377727617566
1420,2,2,1976,136925.43083977152,False,False,True,48,2840,11.827199059403943
1212,2,1,1969,139062.83979408265,True,False,False,55,2424,11.842688385770588
1899,3,2,2012,142321.34420853862,False,False,True,12,5697,11.86584979359627
1481,2,2,1965,88575.91027324364,False,True,False,59,2962,11.391626496232625
1347,3,3,1966,223584.6708917205,True,False,False,58,4041,12.317549934541121
1165,3,1,1983,95245.92971477966,True,False,False,41,3495,11.464228058503855
1936,2,1,1967,200024.0962519549,True,False,False,57,3872,12.206198118917834
1347,5,1,2016,146356.86663019817,True,False,False,8,6735,11.893810042846246
1848,5,2,1998,158301.51007436248,True,False,False,26,9240,11.972263102182826
1397,2,2,1961,163954.27705286132,False,True,False,63,2794,12.007348968719498
1582,4,3,1986,208753.8227466996,False,False,True,38,6328,12.248915745424434
1725,2,1,1966,199278.13018578812,False,False,True,58,3450,12.202461785142253
2458,4,1,1993,355668.38514949946,False,True,False,31,9832,12.781756884930992
2600,5,2,2007,229982.6504938888,False,True,False,17,13000,12.34576350056951
2244,4,2,1952,243730.70038301815,False,True,False,72,8976,12.403823310690077
1307,2,2,1950,77399.7996114354,False,False,True,74,2614,11.256752390421553
1990,4,1,1996,204138.92682016257,False,True,False,28,7960,12.226560953478746
1797,3,1,2019,153311.38165082695,True,False,False,5,5391,11.94023282905323
2720,3,3,1993,370376.9908964205,False,False,True,31,8160,12.822279360162655
1718,2,3,2006,162500.39245208882,False,True,False,18,3436,11.998441849651147
1465,2,1,1962,118760.80763010164,True,False,False,62,2930,11.684875149628327
1098,2,3,1953,135237.3842643519,False,False,True,71,2196,11.814794309577664
2265,5,2,1959,238724.10861630717,True,False,False,65,11325,12.383067995803355
1157,5,3,2015,172129.92670160037,False,True,False,9,5785,12.056010667981962
1609,5,2,1958,189815.664834674,False,True,False,66,8045,12.153813963383008
1553,3,3,2011,183602.6625784664,True,False,False,13,4659,12.120534705654013
1650,4,1,1956,222175.07222058708,False,True,False,68,6600,12.311225464613202
2818,3,2,1965,263133.0086208488,True,False,False,59,8454,12.480418719871563
1919,4,3,2011,247707.06419050423,False,True,False,13,7676,12.420006171227298
1226,4,1,1951,174980.13801762654,False,False,True,73,4904,12.072433464340252
1422,2,2,1987,155250.79013669462,False,True,False,37,2844,11.952803530400388
2095,2,2,1975,269798.0053103479,False,False,True,49,4190,12.50543253598231
1242,5,1,2021,180150.89444266527,False,False,True,3,6210,12.101555632039156
1529,2,1,1960,126035.94230864912,True,False,False,64,3058,11.744330335886755
2612,3,2,1982,163570.91972395527,False,True,False,42,7836,12.005008048589858
2068,3,1,2000,232845.13370222657,True,False,False,24,6204,12.35813314403057
2495,3,3,2019,302305.5187414457,False,True,False,5,7485,12.61919674435062
1370,2,3,2002,152781.08167225256,False,False,True,22,2740,11.936767882295449
2878,2,2,1968,336110.5222774805,False,True,False,56,5756,12.725198295415012
1651,4,2,1973,205754.827164029,True,False,False,51,6604,12.234445439713136
1688,4,3,1973,150400.9431492673,True,False,False,51,6752,11.921066610289863
1733,2,1,1984,113485.60039812644,False,False,True,40,3466,11.639440050767893
2950,3,1,1956,268934.42101628886,False,False,True,68,8850,12.502226559191007
1091,2,2,1950,137955.16647547603,True,False,False,74,2182,11.834691279447222
2045,5,1,2001,281365.37704977085,False,False,True,23,10225,12.547412931981187
1171,5,2,2019,122363.759639983,False,False,True,5,5855,11.71476169616786
2627,3,1,1961,217680.46907439525,True,False,False,63,7881,12.290788122214193
2215,5,1,1977,150048.3177793042,True,False,False,47,11075,11.918719304235745
2100,2,1,1987,293855.11991095985,True,False,False,37,4200,12.59084553847344
2304,2,3,1975,217583.90998242545,True,False,False,49,4608,12.290344444052039
2387,4,2,1967,340616.8594761466,True,False,False,57,9548,12.738516481174111
1178,5,1,2006,237739.6616226789,False,False,True,18,5890,12.378935701498182
1237,5,1,2006,189330.81080024192,False,True,False,18,6185,12.151256367454828
2158,5,3,1999,212699.5409590157,False,True,False,25,10790,12.26764054448089
1876,5,3,1959,172808.57691032003,False,True,False,65,9380,12.059945555751076
1901,3,3,1996,166409.29135407915,False,False,True,28,5703,12.022211652536596
1279,3,2,1965,181444.53960856432,True,False,False,59,3837,12.108710830407768
2042,2,3,2021,206075.30106875996,False,False,True,3,4084,12.236001772730635
2618,5,3,2009,387343.1813620325,True,False,False,15,13090,12.867068934292472
1739,4,1,1992,191646.75907675008,False,False,True,32,6956,12.163414377950097
1370,2,1,2020,198801.58979003807,False,False,True,4,2740,12.200067600232627
2800,2,3,2003,288371.2833949582,False,False,True,21,5600,12.57200757504142
2135,3,1,2008,314785.6043743754,False,True,False,16,6405,12.659650241806697
2786,2,1,1993,248379.44015543832,False,False,True,31,5572,12.422716882605448
2699,4,3,1997,310865.4352365444,False,False,True,27,10796,12.647118630220497
1869,5,3,2013,223707.3310971452,False,False,True,11,9345,12.318098389060763
2703,2,3,2002,374100.3769596071,False,False,True,22,5406,12.832282101055492
2018,4,3,1984,202270.11877194655,False,False,True,40,8072,12.217364248613798
1220,3,3,2018,181915.9613011399,False,False,True,6,3660,12.111305605355081
1919,3,1,1978,267717.8770863476,True,False,False,46,5757,12.4976927428473
1303,5,2,2001,106640.978599252,False,False,True,23,6515,11.577232508686956
2726,2,1,1986,305871.6541391535,True,False,False,38,5452,12.630924131370744
2348,4,3,1983,173548.02309201047,True,False,False,41,9392,12.064215392302671
2460,3,2,1966,300911.121458418,False,False,True,58,7380,12.614573545816123
1437,4,2,1998,158820.046846287,False,False,True,26,5748,11.975533355828354
2193,3,2,1962,299178.02881857613,False,True,False,62,6579,12.608797431778976
1374,3,1,2004,201039.49635782145,False,True,False,20,4122,12.21126164116499
2580,5,3,2013,238455.63668054645,True,False,False,11,12900,12.38194275592679
1380,4,1,1954,250148.92222577933,False,True,False,70,5520,12.429815706005966
1985,4,2,1997,208027.0038549839,False,True,False,27,7940,12.245427983539313
1013,4,1,1970,63236.25112051173,False,True,False,54,4052,11.054648822961084
1742,3,3,1973,150219.844566019,False,True,False,51,5226,11.91986178741844
1668,5,1,1987,224256.5612098772,False,True,False,37,8340,12.32055049712241
1499,4,2,1953,278258.5570178535,False,True,False,71,5996,12.536309615422537
2669,2,2,1955,262666.25727912347,False,False,True,69,5338,12.47864332869396
2414,4,1,1983,295454.54334895965,False,True,False,41,9656,12.596273658990633
2572,3,3,1995,321542.72105975205,True,False,False,29,7716,12.680888804268488
1564,5,3,1972,236672.52360936825,False,True,False,52,7820,12.37443693292701
1529,4,3,1998,140257.0410038356,False,True,False,26,6116,11.85123915510213
1491,4,1,1967,257569.1035118956,False,True,False,57,5964,12.459047208681673
2573,4,2,1987,324060.4608497551,False,True,False,37,10292,12.688688470765564
2722,2,1,1981,274738.80605860794,True,False,False,43,5444,12.523579768970116
2408,3,2,2012,205816.29181646468,False,False,True,12,7224,12.234744121284201
2219,2,1,1971,154476.88771792263,True,False,False,53,4438,11.947806243510225
1754,2,2,1984,183029.28198120525,True,False,False,40,3508,12.117406893441162
1299,3,3,2011,206314.14603768245,False,False,True,13,3897,12.237160113900435
1814,3,1,1960,133329.54083106434,True,False,False,64,5442,11.800586593435668
1546,4,3,1969,172563.52677417087,True,False,False,55,6184,12.058526513763526
1726,3,1,1977,157963.93181226368,False,True,False,47,5178,11.97012833681914
1730,4,3,2009,128247.71680575708,False,False,True,15,6920,11.761726757569761
1827,2,2,1996,202296.15376233787,False,False,True,28,3654,12.21749295366654
1601,4,2,1988,242041.0522362849,True,False,False,36,6404,12.396866759614065
2331,3,2,2010,258257.83499046607,False,False,True,14,6993,12.461717597395603
2275,4,2,2020,203101.84856514708,False,False,True,4,9100,12.221467772901667
2031,2,1,2007,278227.7763316981,False,False,True,17,4062,12.536198990691192
1767,3,2,1952,136684.54030866863,False,False,True,72,5301,11.825438240297006
1874,3,3,1973,235298.0856340616,False,False,True,51,5622,12.368612688749815
2231,5,3,1956,215389.72840897707,False,True,False,68,11155,12.28020899917996
1936,4,1,2018,225608.91012309023,True,False,False,6,7744,12.326562725491819
1130,4,1,2000,225710.5488878786,False,False,True,24,4520,12.327013130694041
2759,4,2,1970,232461.8815042209,True,False,False,54,11036,12.356485841820009
2732,2,1,1966,237270.68782538452,False,False,True,58,5464,12.376961125678354
2677,2,2,2005,266851.1129281729,False,False,True,19,5354,12.49444989976774
2787,3,1,2019,279161.6348432082,False,False,True,5,8361,12.53954981155627
1607,3,2,1953,149183.5098719876,False,True,False,71,4821,11.912939140128673
1025,2,3,2012,136830.96270323644,False,False,True,12,2050,11.826508902371225
2646,4,2,1975,323250.20350107225,False,True,False,49,10584,12.686185019755007
2477,4,3,1950,309307.4337799933,False,True,False,74,9908,12.64209422561468
1634,2,3,2021,229028.6484031001,False,True,False,3,3268,12.341606743165158
2209,4,1,2017,239141.5006212086,False,False,True,7,8836,12.384814890143867
1483,2,3,1984,235401.55454890896,True,False,False,40,2966,12.369052325698917
1679,4,2,1958,199039.37211359583,True,False,False,66,6716,12.201262958072984
2074,4,1,1988,148565.1512743875,False,True,False,36,8296,11.908785601162837
2914,5,1,2017,301149.958198727,False,True,False,7,14570,12.615366940265666
1004,3,2,2010,104736.93021423064,True,False,False,14,3012,11.55921660646036
1588,4,1,1957,115226.42974990592,True,False,False,67,6352,11.654663104369254
2183,4,2,1981,284799.7493822863,False,True,False,43,8732,12.559545089774524
1207,2,3,1995,134598.36233706088,False,False,True,29,2414,11.810057958715428
1256,5,1,1959,40834.87532656183,True,False,False,65,6280,10.61731627125657
2228,5,3,1968,149878.13259365634,False,True,False,56,11140,11.917584465552048
2790,2,1,2002,199887.05541737768,True,False,False,22,5580,12.205512765913715
2973,2,2,1967,314989.2690273903,False,False,True,57,5946,12.660297025354064
1010,2,2,2011,148538.4142547888,False,False,True,13,2020,11.908605617865497
1948,4,2,1979,235172.25658923647,True,False,False,45,7792,12.368077783563972
1007,2,2,1993,124731.12245976237,True,False,False,31,2014,11.733923696408572
2432,3,1,1996,207234.1734670696,False,False,True,28,7296,12.241609531075728
1935,2,3,1972,130398.41714590476,False,False,True,52,3870,11.778357458724706
1031,4,3,2011,228446.86974858504,False,True,False,13,4124,12.339063322144199
1539,3,1,2010,173634.20379862838,True,False,False,14,4617,12.06471184750837
2741,4,1,2003,302092.52611828304,True,False,False,21,10964,12.618491937546613
2004,3,3,1958,267566.1314002592,False,True,False,66,6012,12.497125772339022
1386,3,3,1970,178386.72025182395,True,False,False,54,4158,12.091714664089821
2251,3,1,1990,253064.9913213109,False,True,False,34,6753,12.441405568960153
1639,4,1,1965,217750.4987388136,False,False,True,59,6556,12.291109777532917
2790,3,1,1959,334749.1784528211,False,False,True,65,8370,12.721139796646096
2498,5,1,2019,307709.6353195536,False,False,True,5,12490,12.636915124637266
2747,5,1,1984,240595.71690898767,False,True,False,40,13735,12.390877436997313
2774,4,3,1991,334436.9252099846,False,True,False,33,11096,12.720206566471232
1206,5,3,1951,174992.6292802512,False,False,True,73,6030,12.072504848130155
2341,3,2,1968,284313.2365342283,False,True,False,56,7023,12.557835372130079
2818,2,2,1975,261575.86281465628,False,True,False,49,5636,12.474483449755597
2780,2,3,1984,252854.5674576878,False,False,True,40,5560,12.440573725081965
1556,3,3,2007,113385.58859781502,False,False,True,17,4668,11.638558396948573
2640,5,2,2011,303611.3906554021,False,True,False,13,13200,12.623507136106255
1347,3,2,1951,133038.42795228332,True,False,False,73,4041,11.798400814040091
1792,2,2,1967,206457.3375118959,False,True,False,57,3584,12.237853915637533
1233,2,1,1979,148726.46217713176,True,False,False,45,2466,11.909870797152768
2724,4,2,1970,317490.7113009654,True,False,False,54,10896,12.66820699083542
2067,2,1,1962,225991.727100272,False,False,True,62,4134,12.328258096764356
2005,4,1,1976,212238.00965920984,False,True,False,48,8020,12.265468322664331
1736,5,2,2015,183597.02888466345,False,True,False,9,8680,12.120504021188584
1941,3,3,1978,236381.48311999216,True,False,False,46,5823,12.373206463291462
2165,4,2,2007,236498.78728354236,False,True,False,17,8660,12.373702587478382
2671,3,2,1980,228594.4140650267,False,False,True,44,8013,12.339708969183736
1175,4,2,1997,252508.43978860564,False,True,False,27,4700,12.439203912300147
2677,5,2,1950,297620.13935615966,False,False,True,74,13385,12.60357661220116
1448,5,2,1952,114990.29295886312,False,True,False,72,7240,11.652611691077793
1591,4,1,1952,117875.86598551684,False,False,True,72,6364,11.677395850016332
1081,4,2,2002,71077.87610896243,True,False,False,22,4324,11.171545470508276
1134,5,3,1989,94827.8866995259,False,True,False,35,5670,11.45982935384815
2742,3,3,1973,344481.2676199553,True,False,False,51,8226,12.74979789530979
1855,5,1,1999,270670.4161832861,True,False,False,25,9275,12.508660877796945
2200,3,1,1983,234041.88095651963,False,True,False,41,6600,12.36325962950219
2406,4,2,1952,294288.905390535,False,True,False,72,9624,12.592320633227363
2266,3,2,1983,271106.05947274505,True,False,False,41,6798,12.51026907525375
2590,4,1,1976,263356.05202537915,False,False,True,48,10360,12.4812660027014
2164,3,3,2018,314629.3077175881,False,True,False,6,6492,12.659153602275735
2480,4,2,1975,212303.68453541613,False,False,True,49,9920,12.265777713088113
1439,2,3,1991,185830.95172307693,False,False,True,33,2878,12.132598058946638
2079,2,1,1992,253127.0946933737,False,False,True,32,4158,12.441650942717335
2550,5,3,2011,254534.50023090327,False,True,False,13,12750,12.447195595346656
1696,5,3,1991,265906.52745898,False,True,False,33,8480,12.490903886190996
2849,4,3,2020,262884.8794939361,True,False,False,4,11396,12.479475298716117
1418,3,2,2005,173461.750741948,False,True,False,19,4254,12.063718162189199
1087,4,1,1975,125552.23989316104,False,True,False,49,4348,11.740485169853418
2632,2,2,1952,219649.34304641443,False,True,False,72,5264,12.299792211189251
1655,2,3,2018,230048.75899262764,True,False,False,6,3310,12.346050907952671
2031,4,2,1980,238879.02384679715,False,False,True,44,8124,12.38371671260053
2500,2,2,1965,315198.6284617627,False,True,False,59,5000,12.660961458227105
1214,5,2,1969,73236.75926485029,False,False,True,55,6070,11.201466403902764
2708,4,1,1993,279699.0504714106,False,True,False,31,10832,12.54147305963841
2758,5,1,1965,286650.63017075986,False,True,False,59,13790,12.566022925293181
1551,5,3,2018,210971.4745179137,False,True,False,6,7755,12.259482951426797
2520,5,2,2008,266536.9890381497,False,True,False,16,12600,12.49327206041459
2717,2,3,1981,214265.578022287,True,False,False,43,5434,12.274976210466754
1502,3,2,1992,154255.90596958957,True,False,False,32,4506,11.94637471204316
2805,3,3,1972,344814.58689749776,False,False,True,52,8415,12.750765022369125
1698,3,1,1994,210323.1657568032,False,True,False,30,5094,12.256405265963048
1244,5,3,2007,202304.5662375701,False,True,False,17,6220,12.217534537545331
2501,4,1,2018,198426.745965111,False,True,False,6,10004,12.198180312669475
1308,5,2,1953,120328.43211840028,True,False,False,71,6540,11.69798852805267
1230,5,2,1988,103106.07462077966,False,False,True,36,6150,11.543523286669105
2406,4,2,1952,234356.752591935,False,False,True,72,9624,12.364604084057936
1154,3,3,2013,215607.57715904023,False,True,False,11,3462,12.281219899967041
2198,3,3,1972,215199.41035005625,False,True,False,52,6594,12.279325014099065
1847,3,3,1962,160358.62805256207,False,True,False,62,5541,11.985174247301035
1114,5,1,1999,114046.87961256446,False,True,False,25,5570,11.64437363580419
2413,5,2,2005,215815.02770356688,False,False,True,19,12065,12.282181600149075
1310,2,2,2012,66432.25775781894,False,True,False,12,2620,11.103953079917764
1992,3,1,1989,225262.37211236512,True,False,False,35,5976,12.325025539357194
1299,5,1,1998,189316.4516309122,False,True,False,26,6495,12.15118052328577
2041,2,2,1990,203514.3698266392,False,True,False,34,4082,12.223496808416368
1783,5,2,2021,259276.5628236709,False,False,True,3,8915,12.465654437985965
1011,5,1,2008,60987.418469318334,False,True,False,16,5055,11.018439263970821
2427,3,1,1965,218337.0488273824,False,False,True,59,7281,12.29379982339872
2836,4,2,1978,284820.0038527527,True,False,False,46,11344,12.559616205283579
2727,5,2,1969,359274.5841308144,False,True,False,55,13635,12.791845016801023
1231,5,1,2004,142576.53630499402,True,False,False,20,6155,11.867641245135276
1954,5,2,1967,283302.39673504257,True,False,False,57,9770,12.554273675633926
2628,3,1,1955,238065.81892305383,True,False,False,69,7884,12.380306665027744
1729,5,2,2007,100288.91157428893,False,False,True,17,8645,11.515820386381685
2301,2,3,1995,203483.44886736528,False,True,False,29,4602,12.223344862602572
2376,3,3,1965,280099.6092555312,False,False,True,59,7128,12.542904136381612
2017,2,2,1961,187376.1358539289,False,True,False,63,4034,12.140878634160101
1998,3,1,1968,192888.22866030232,False,False,True,56,5994,12.169871358352404
1302,5,3,1957,105068.25016391028,False,True,False,67,6510,11.562374937118955
1540,5,1,2009,170507.19122926812,False,True,False,15,7700,12.046538616952109
1469,2,3,2013,280765.89427386905,False,False,True,11,2938,12.54528004629821
1812,2,3,1966,114272.99945743333,False,False,True,58,3624,11.646354347593322
1076,3,3,2013,118085.67110704188,False,True,False,11,3228,11.679174134741158
2019,3,2,1965,219789.2687084684,True,False,False,59,6057,12.3004290465797
2544,4,2,1999,244219.2248902774,True,False,False,25,10176,12.405825658237777
1023,4,1,2009,28406.636601132457,False,True,False,15,4092,10.254413282409748
2038,4,2,1967,267347.33402939374,True,False,False,57,8152,12.496307708935706
1675,5,1,1968,165943.9073650394,False,True,False,56,8375,12.019411128910079
1524,2,3,2013,140270.8191866339,True,False,False,11,3048,11.851337384807874
1346,2,2,1977,180411.570735268,True,False,False,47,2692,12.103001566750947
1171,4,3,2018,107464.03348769865,True,False,False,6,4684,11.58492080375626
2892,4,1,2007,304910.5253904178,False,True,False,17,11568,12.627776932820852
2350,3,2,1958,270490.2811439007,True,False,False,66,7050,12.507995144379146
1711,4,2,1996,268506.6421499919,False,True,False,28,6844,12.500634654909593
2508,2,3,2005,271294.82818211074,True,False,False,19,5016,12.510965121389503
1488,3,2,1955,196578.6020795078,False,True,False,69,4464,12.188822727902007
2485,4,1,1961,158708.51863198337,True,False,False,63,9940,11.974830883493308
1377,5,2,1995,226842.1813770358,True,False,False,29,6885,12.332014226791722
2611,4,3,1979,260091.98859589835,False,False,True,45,10444,12.468794494502468
2187,5,1,2008,305574.0155726722,False,False,True,16,10935,12.629950577607328
1371,4,2,1993,165596.84116079498,False,True,False,31,5484,12.017317484379692
2596,3,3,1958,280277.56011469854,False,True,False,66,7788,12.54353924516108
1999,5,3,1989,210093.49691165896,False,True,False,35,9995,12.2553126937802
1976,5,3,1971,225113.87902583196,False,True,False,53,9880,12.324366124336425
2447,3,3,1995,296169.3948849934,False,False,True,29,7341,12.598690226073712
1756,5,3,1976,202574.34302781476,False,True,False,48,8780,12.218867160664848
1476,3,1,1959,162805.03839987935,False,True,False,65,4428,12.000314822771076
1381,4,3,2013,170573.00928684618,True,False,False,11,5524,12.046924553587298
1154,3,3,2005,89942.99290562798,False,True,False,19,3462,11.406942454554159
1256,3,2,1996,141255.90015826325,False,False,True,28,3768,11.858335498493501
2779,3,1,1961,319779.38168157986,False,True,False,63,8337,12.675389731914219
1673,3,3,1977,129616.89952077872,True,False,False,47,5019,11.772346166949763
1067,2,2,2008,77807.19505848148,True,False,False,16,2134,11.262002039561068
1343,5,1,2011,171961.10236052755,False,True,False,13,6715,12.05502939640503
2300,4,1,1985,303737.44647631655,False,False,True,39,9200,12.623922236621535
1672,3,3,1964,85808.61894253525,True,False,False,60,5016,11.35988638807968
1390,2,1,1958,231615.362831032,True,False,False,66,2780,12.35283767344191
2472,2,2,1973,369975.73209577386,False,False,True,51,4944,12.821195396415348
1258,4,1,1983,208497.98597706985,True,False,False,41,5032,12.247689456789837
1306,5,3,1996,130422.89077702744,False,True,False,28,6530,11.778545123173787
2870,4,3,1958,376313.477409829,False,True,False,66,11480,12.83818044889442
2118,3,2,1978,230615.6249574677,True,False,False,46,6354,12.348511978569974
1949,5,1,1997,212224.35955265485,False,False,True,27,9745,12.265404005809728
2487,5,2,1977,262216.9386991539,True,False,False,47,12435,12.47693126406282
1969,4,1,1970,213040.3457783526,False,False,True,54,7876,12.269241537489794
1245,4,1,1998,133349.67608390082,True,False,False,26,4980,11.800737599592814
1732,5,1,1972,185872.2763788816,False,True,False,52,8660,12.132820410707392
2658,4,1,1978,347586.34851527377,False,False,True,46,10632,12.75877127503457
1186,5,3,1960,186932.84102690784,False,True,False,64,5930,12.138510041937858
2797,4,3,2012,326486.5269269934,True,False,False,12,11188,12.69614702460134
1924,5,2,1987,199675.2641620585,False,False,True,37,9620,12.204452654863875
1784,3,1,1970,212168.31731183836,True,False,False,54,5352,12.265139901454997
2396,2,2,1980,203255.2775678744,True,False,False,44,4792,12.222222912875898
2595,4,2,2004,353006.6516594941,True,False,False,20,10380,12.774245011769729
2429,5,3,2005,324348.52020349755,True,False,False,19,12145,12.689576979384666
1407,2,2,1995,190412.6168588852,False,False,True,29,2814,12.15695391589817
2148,2,2,1955,148509.04971382505,False,True,False,69,4296,11.908407909775626
2360,2,2,1975,235809.27953712145,True,False,False,49,4720,12.370782860440213
